Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
510490,CITY RESEARCH SCIENTIST,DEPARTMENT OF FINANCE,Internal,"Technology, Data & Innovation Policy, Research & Analysis",75504.0,86830.0
523933,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
471149,FILM MANAGER,DEPARTMENT OF CORRECTION,Internal,Communications & Intergovernmental Affairs,58628.0,67422.0
251310,PARALEGAL AIDE,LAW DEPARTMENT,Internal,Administration & Human Resources Legal Affairs,39041.0,54633.0
513125,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",0.0,110000.0
511668,CASEWORKER,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,41483.0,47705.0
442498,ADMINISTRATIVE STAFF ANALYST (,NYC HOUSING AUTHORITY,External,"Policy, Research & Analysis",60435.0,161497.0
523935,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",72038.0,192152.0
233549,CERTIFIED IT ADMINISTRATOR (LA,NYC EMPLOYEES RETIREMENT SYS,Internal,Information Technology & Telecommunications,87203.0,131623.0
525638,RESEARCH AND LIAISON COORDINAT,OFFICE OF THE COMPTROLLER,External,"Policy, Research & Analysis",110000.0,120000.0
432393,EXTERMINATOR,DEPARTMENT OF CORRECTION,External,"Public Safety, Inspections, & Enforcement",34027.0,47967.0
492337,ASSOCIATE HOUSING DEVELOPMENT,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement Policy, Research & Analysis",74650.0,109409.0
512847,ASSISTANT MECHANICAL ENGINEER,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning",75000.0,85646.0
500503,SENIOR FIELD SUPERVISOR (SUMME,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement Social Services",15.45,17.65
516464,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Constituent Services & Community Programs Health,47155.0,60088.0
524336,COMPUTER SPECIALIST (SOFTWARE),DEPT OF ENVIRONMENT PROTECTION,External,"Technology, Data & Innovation",92194.0,119610.0
516813,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,83399.0
396829,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,72476.0,83347.0
438843,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,"Administration & Human Resources Technology, Data & Innovation",19.9179,32.2677
527277,ASSISTANT COMMISSIONER (DBS),DEPARTMENT OF BUSINESS SERV.,External,Constituent Services & Community Programs,80931.0,208826.0
526360,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,60000.0,70000.0
524274,CITY SEASONAL AIDE,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,15.45,15.45
524274,CITY SEASONAL AIDE,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,15.45,15.45
469180,IT SERVICE MANAGEMENT SPECIALI,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",110000.0,120000.0
522092,ASSOCIATE CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,60193.0,90704.0
524602,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",64922.0,173486.0
494650,COLLEGE AIDE - ASSIGNMENT LEVE,DEPT OF INFO TECH & TELECOMM,External,Constituent Services & Community Programs,16.02,20.0
521806,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
511131,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
523151,SUMMER GRADUATE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Health Public Safety, Inspections, & Enforcement",17.0,17.0
518510,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,73806.0
527481,DIRECTOR OF PUBLIC INFORMATION,DEPARTMENT OF FINANCE,External,"Communications & Intergovernmental Affairs Policy, Research & Analysis",100000.0,125000.0
518904,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,16.0,16.0
471001,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Social Services,54100.0,62215.0
468451,IT SECURITY SPECIALIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",130000.0,180000.0
521679,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,External,"Finance, Accounting, & Procurement",54100.0,83981.0
503626,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",0.0,110000.0
492353,ECONOMIST,TAXI & LIMOUSINE COMMISSION,Internal,"Policy, Research & Analysis",56013.0,84862.0
502615,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Policy, Research & Analysis",75504.0,86830.0
523908,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",72038.0,192152.0
506805,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF TRANSPORTATION,Internal,Administration & Human Resources,58695.0,89699.0
509255,CERTIFIED IT ADMINISTRATOR (LA,DEPARTMENT OF SANITATION,External,"Technology, Data & Innovation",98901.0,149277.0
455729,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Policy, Research & Analysis",75504.0,94761.0
513642,ASSISTANT DISTRICT ATTORNEY (S,DISTRICT ATTORNEY RICHMOND COU,Internal,Legal Affairs,0.0,73500.0
504442,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,Administration & Human Resources,50146.0,59500.0
519921,SUMMER COLLEGE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement",15.75,15.75
527872,MAINTENANCE WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,29.98,29.98
527872,MAINTENANCE WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,29.98,29.98
523841,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
519043,ASSOCIATE PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",67757.0,98128.0
527825,CARETAKER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,31836.0,46278.0
509209,CITY RESEARCH SCIENTIST,DEPARTMENT FOR THE AGING,Internal,"Policy, Research & Analysis Social Services",46.2332,53.17
465898,IT INFRASTRUCTURE ENGINEER,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",75000.0,120000.0
522335,TRANSPORTATION SPECIALIST,TAXI & LIMOUSINE COMMISSION,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",57078.0,80000.0
451985,ADMINISTRATIVE QUALITY ASSURAN,NYC HOUSING AUTHORITY,Internal,"Finance, Accounting, & Procurement",120000.0,135000.0
479577,IT AUTOMATION AND MONITORING E,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",100000.0,140000.0
517750,ASSOCIATE STAFF ANALYST,TAXI & LIMOUSINE COMMISSION,External,Communications & Intergovernmental Affairs,70611.0,105138.0
513408,DEPUTY COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,External,Communications & Intergovernmental Affairs,180000.0,195000.0
522136,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,54100.0,83981.0
267594,COMPUTER AIDE,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",38157.0,49394.0
464235,GEOLOGIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",49328.0,56727.0
513187,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",64140.0,77609.0
523065,SUMMER GRADUATE INTERN,DEPARTMENT OF FINANCE,External,"Administration & Human Resources Technology, Data & Innovation",19.93,24.73
524186,AGENCY ATTORNEY,DEPARTMENT OF FINANCE,External,"Finance, Accounting, & Procurement Legal Affairs",91563.0,100719.0
525893,GARDENER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Constituent Services & Community Programs Building Operations & Maintenance Public Safety, Inspections, & Enforcement",43410.0,62479.0
517738,ASSISTANT CIVIL ENGINEER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",57078.0,85646.0
455076,IT PROJECT SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Technology, Data & Innovation",75000.0,160000.0
525024,ASSOCIATE PUBLIC HEALTH SANITA,DEPT OF ENVIRONMENT PROTECTION,External,"Health Public Safety, Inspections, & Enforcement",67335.0,77435.0
500337,ADMINISTRATIVE INSPECTOR (HOUS,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning",110000.0,120000.0
475750,IT PROJECT SPECIALIST,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",100000.0,150000.0
510654,ARCHITECT,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",90114.0,100000.0
526112,MECHANICAL ENGINEERING INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",51413.0,59125.0
509882,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
523916,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
519146,ADMINISTRATIVE CLAIM EXAMINER,OFFICE OF THE COMPTROLLER,External,Legal Affairs,85000.0,95000.0
509626,CERTIFIED IT ADMINISTRATOR (LA,DEPT OF YOUTH & COMM DEV SRVS,External,"Technology, Data & Innovation",81951.0,111330.0
453677,ADMINISTRATIVE MANAGEMENT AUDI,NYC EMPLOYEES RETIREMENT SYS,External,Administration & Human Resources,88936.0,223761.0
526865,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
519839,SENIOR IT ARCHITECT,DEPARTMENT OF TRANSPORTATION,Internal,"Technology, Data & Innovation",100000.0,180000.0
520244,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",110000.0,133900.0
455079,IT PROJECT SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Technology, Data & Innovation",75000.0,160000.0
484999,IT PROJECT SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",110000.0,115000.0
508792,AGENCY ATTORNEY INTERNE,DEPT OF ENVIRONMENT PROTECTION,Internal,Legal Affairs,62397.0,71757.0
501556,MEDICOLEGAL INVESTIGATOR (OCME,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,108636.0,120000.0
527882,ADMINISTRATIVE CHIEF,DISTRICT ATTORNEY KINGS COUNTY,External,Administration & Human Resources,150000.0,160000.0
336342,CRIMINALIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,76516.0,76516.0
521110,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
527707,CARETAKER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,31836.0,46278.0
403516,EXECUTIVE AGENCY COUNSEL,BUSINESS INTEGRITY COMMISSION,External,"Legal Affairs Public Safety, Inspections, & Enforcement",90000.0,100000.0
266529,STUDENT LEGAL SPECIALIST,LAW DEPARTMENT,Internal,Communications & Intergovernmental Affairs,36270.0,41710.0
526815,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
524676,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
527851,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
465877,CITY RESEARCH SCIENTIST,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",64140.0,70554.0
523072,CLERICAL ASSOCIATE,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",32850.0,48940.0
520748,COMMUNITY ASSISTANT,DISTRICT ATTORNEY KINGS COUNTY,External,Legal Affairs,37398.0,37398.0
525354,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF FINANCE,Internal,"Administration & Human Resources Policy, Research & Analysis",53057.0,61015.0
460355,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",90114.0,122168.0
440092,SOCIAL WORKER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,51079.0,64000.0
527673,ADMINISTRATIVE RETIREMENT BENE,TEACHERS RETIREMENT SYSTEM,Internal,"Technology, Data & Innovation Policy, Research & Analysis",72038.0,95000.0
525911,AGENCY ATTORNEY,HUMAN RIGHTS COMMISSION,Internal,Legal Affairs,63228.0,72712.0
523849,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",90114.0,122168.0
470274,PRINCIPAL ADMINISTRATIVE ASSOC,TAXI & LIMOUSINE COMMISSION,Internal,"Administration & Human Resources Finance, Accounting, & Procurement",53057.0,77124.0
526777,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
521796,PROCUREMENT ANALYST,HUMAN RIGHTS COMMISSION,External,"Finance, Accounting, & Procurement Building Operations & Maintenance",60010.0,75000.0
523065,SUMMER GRADUATE INTERN,DEPARTMENT OF FINANCE,Internal,"Administration & Human Resources Technology, Data & Innovation",19.93,24.73
516268,ASSOCIATE STAFF ANALYST,NYC HOUSING AUTHORITY,Internal,Administration & Human Resources,70611.0,105138.0
521755,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,External,Constituent Services & Community Programs,54100.0,69222.0
527073,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
517214,CITY CUSTODIAL ASSISTANT,OFFICE OF THE COMPTROLLER,Internal,Administration & Human Resources Building Operations & Maintenance,17.67,17.67
520140,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",57078.0,85646.0
505035,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,External,"Administration & Human Resources Constituent Services & Community Programs Legal Affairs Policy, Research & Analysis",54100.0,83981.0
458064,ADMINISTRATIVE PUBLIC RECORDS,NYC HOUSING AUTHORITY,External,"Legal Affairs Policy, Research & Analysis",72038.0,192152.0
525425,ADMINISTRATIVE ACCOUNTANT,NYC EMPLOYEES RETIREMENT SYS,Internal,"Finance, Accounting, & Procurement",100000.0,110000.0
518421,SUMMER GRADUATE INTERN,LAW DEPARTMENT,External,Legal Affairs,21.43,21.43
520895,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Administration & Human Resources Technology, Data & Innovation",15.0,15.0
525459,PARALEGAL AIDE,LAW DEPARTMENT,Internal,Legal Affairs,43197.0,49677.0
495965,RUBBER TIRE REPAIRER,FIRE DEPARTMENT,Internal,Building Operations & Maintenance,240.8,240.8
451443,ECONOMIST,NYC HOUSING AUTHORITY,External,"Finance, Accounting, & Procurement",56013.0,84862.0
527715,CLERICAL ASSOCIATE,DEPARTMENT OF BUILDINGS,Internal,Administration & Human Resources,36390.0,41848.0
526796,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",17.5,17.5
522976,INVESTIGATOR,TAXI & LIMOUSINE COMMISSION,Internal,Legal Affairs,41483.0,66236.0
527964,RESEARCH AND LIAISON COORDINAT,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",150000.0,170000.0
526903,AGENCY ATTORNEY,DEPARTMENT OF BUILDINGS,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",71423.0,82137.0
521099,PARALEGAL AIDE,LAW DEPARTMENT,Internal,Legal Affairs,43197.0,60449.0
526699,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,External,Health,15.5,19.9
466961,STAFF ANALYST,OFF OF PAYROLL ADMINISTRATION,Internal,"Finance, Accounting, & Procurement",50078.0,68181.0
484389,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",80557.0,92640.0
484624,PUBLIC HEALTH ADVISER (SCHOOL,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,21.41,24.62
500001,DEPUTY COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,External,Administration & Human Resources,180000.0,195000.0
509754,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF TRANSPORTATION,Internal,Administration & Human Resources,58695.0,89699.0
513399,ENGINEERING TECHNICIAN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",42114.0,59724.0
463436,DEPUTY EXECUTIVE DIRECTOR (HA),NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning",165000.0,235600.0
496400,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,External,"Policy, Research & Analysis",95000.0,95000.0
440527,ADMINISTRATIVE MANAGEMENT AUDI,NYC EMPLOYEES RETIREMENT SYS,External,Administration & Human Resources,88936.0,223761.0
519888,SUMMER GRADUATE INTERN,OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement",18.0,18.0
521464,ELECTRICIANS HELPER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,39.9,39.9
519614,SECRETARY,NYC HOUSING AUTHORITY,External,Administration & Human Resources,40017.0,62820.0
520528,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
495943,AGENCY ATTORNEY,OFFICE OF THE COMPTROLLER,External,Legal Affairs,75000.0,85000.0
479040,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,63228.0,96526.0
517781,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",64922.0,173486.0
484099,ADM ENGINEER (NON MGRL),DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",110000.0,110000.0
498547,YOUTH DEVELOPMENT SPECIALIST,ADMIN FOR CHILDREN'S SVCS,External,Social Services,47393.0,62138.0
523952,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",72038.0,192152.0
511439,COMPUTER AIDE,LAW DEPARTMENT,External,"Technology, Data & Innovation",22.4357,25.8013
475487,ADM CONSTRUCTION PRJ MGR-NM,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",53702.0,146121.0
519974,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
510616,COMMUNITY COORDINATOR,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources Health,54100.0,68000.0
522638,ASSISTANT HOUSING MANAGER (HA),NYC HOUSING AUTHORITY,Internal,Administration & Human Resources Building Operations & Maintenance,49609.0,77454.0
500001,DEPUTY COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,Internal,Administration & Human Resources,180000.0,195000.0
469618,CERT IT DEVELOPER (APP),NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",92194.0,106023.0
524103,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",60000.0,75000.0
508596,IT PROJECT SPECIALIST,DEPT OF PARKS & RECREATION,Internal,"Finance, Accounting, & Procurement Technology, Data & Innovation",110000.0,115000.0
508596,IT PROJECT SPECIALIST,DEPT OF PARKS & RECREATION,Internal,"Finance, Accounting, & Procurement Technology, Data & Innovation",110000.0,115000.0
475783,SENIOR IT ARCHITECT,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",100000.0,160000.0
524816,SUMMER COLLEGE INTERN,POLICE DEPARTMENT,External,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",15.0,17.5
496400,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,Internal,"Policy, Research & Analysis",95000.0,95000.0
518366,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,Administration & Human Resources Communications & Intergovernmental Affairs,15.0,15.0
